Replicate,NWord,NChar,AveWdLen
952,7,30,3.5714285714285716
953,7,31,3.7142857142857144
954,7,30,3.857142857142857
955,7,30,3.5714285714285716
956,7,31,3.5714285714285716
957,7,30,3.5714285714
958,7,30,3.4285714285714284
959,7,30,3.7142857142857144
960,7,30,3.4285714285714284
961,7,31,3.857142857142857
962,7,30,3.4285714285714284
963,7,31,3.5714285714285716
964,7,30,3.7142857142857144
965,7,30,3.857142857142857
966,7,31,3.857142857142857
967,7,30,3.5714285714285716
968,7,30,3.5714285714
969,7,30,3.5714285714285716
970,7,30,3.5714285714285716
971,7,30,3.4285714285714284
972,7,30,3.5714285714285716
973,7,30,3.857142857142857
974,7,30,3.4285714285714284
975,7,30,3.7142857142857144
976,7,30,3.4285714285714284
977,7,30,3.7142857142857144
978,7,30,3.4285714285714284
979,7,30,3.7142857142857144
980,7,30,3.5714285714
981,7,31,3.5714285714285716
982,7,31,3.5714285714285716
983,7,30,3.4285714285714284
984,7,30,3.857142857142857
985,7,30,3.7142857142857144
986,7,30,3.5714285714285716
987,7,30,3.7142857142857144
988,7,30,3.857142857142857
989,7,30,3.5714285714285716
990,7,30,3.5714285714285716
991,7,30,3.857142857142857
992,7,30,3.7142857142857144
993,7,30,3.5714285714285716
994,7,30,3.4285714285714284
995,7,30,3.5714285714285716
996,7,30,3.4285714285714284
997,7,30,3.7142857142857144
998,7,30,3.7142857142857144
999,7,30,3.2857142857142856
1000,7,30,3.7142857142857144
